user_id,notification_type,message
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1002,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1004,Email,Generate a personalized retention message.
1003,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1005,Email,Generate a personalized retention message.
1001,Email,Generate a personalized retention message.
